fold	run	calibration_excluded	damping	events	support_mode	support_runs	support_run_count	support_events	support_two_sided	support_shrink_alpha	fit_entries	fit_ok	fit_reasons	fit_mu_mev	fit_mu_residual_mev	fit_mu_err_mev	fit_sigma_mev	group_full_energy_scale	period_full_energy_scale	full_energy_scale	applied_energy_scale	clipped
full_sample	4403	0	1.0	3829	run_local	4403	1	3829	0	1.0	2437	1	pass	134.86172261471262	-0.11487738528737168	0.0964435142239124	3.7274007701330896	nan	1.0002166060327013	1.0008518160902895	1.0008518160902895	0
full_sample	4404	0	1.0	2618	run_local	4404	1	2618	0	1.0	1529	1	pass	135.12275661576174	0.14615661576175398	0.14809248536317854	4.027175840119429	nan	1.0002166060327013	0.9989183419623582	0.9989183419623582	0
full_sample	4405	0	1.0	414	chronological_group_one_sided_shrunk	4405,4406,4407	3	32880	0	0.48258856733775635	17231	1	pass	134.66003654611208	-0.31656345388790896	0.047486345486675914	4.177623124958447	1.0023508344569587	0.9999664974352799	1.001116442282463	1.001116442282463	0
full_sample	4406	0	1.0	356	chronological_group_two_sided	4406,4405,4407	3	32880	1	1.0	17231	1	pass	134.66003654611208	-0.31656345388790896	0.047486345486675914	4.177623124958447	1.0023508344569587	0.9999664974352799	1.0023508344569587	1.0023508344569587	0
full_sample	4407	0	1.0	32110	run_local	4407	1	32110	0	1.0	16812	1	pass	134.65863902457593	-0.3179609754240573	0.04806325184939282	4.1639275897023165	nan	0.9999664974352799	1.002361237108345	1.002361237108345	0
full_sample	4408	0	1.0	33830	run_local	4408	1	33830	0	1.0	17688	1	pass	134.69863802532066	-0.2779619746793287	0.0461050335958899	4.141801894415985	nan	0.9999664974352799	1.0020635841516607	1.0020635841516607	0
full_sample	4409	0	1.0	16575	run_local	4409	1	16575	0	1.0	8787	1	pass	134.64027753868103	-0.33632246131895727	0.0676354908359652	4.128215025463474	nan	0.9999664974352799	1.0024979335119264	1.0024979335119264	0
full_sample	4410	0	1.0	33535	run_local	4410	1	33535	0	1.0	17532	1	pass	134.732725560147	-0.24387443985298773	0.046628720888159066	4.190089910369819	nan	0.9999664974352799	1.0018100609101397	1.0018100609101397	0
full_sample	4411	0	1.0	27771	run_local	4411	1	27771	0	1.0	14540	1	pass	134.74710221854198	-0.22949778145800792	0.05099717019464281	4.172439950279081	nan	0.9999664974352799	1.0017031741512763	1.0017031741512763	0
full_sample	4414	0	1.0	33710	run_local	4414	1	33710	0	1.0	17164	1	pass	138.1750311035539	3.198431103553901	0.05448761370914759	4.299173128685957	nan	0.9999664974352799	0.9768523221742077	0.98	1
